Year,agencyName,service,Activity,dollars
2019,Office of Criminal Justice,CitiWatch,Bloomberg ‐ Gunshot Detection,238198
2019,Office of Criminal Justice,CitiWatch,Bloomberg ‐ License Plate Readers,93715
2019,Office of Criminal Justice,CitiWatch,Casino Support ‐ Maintenance Reserve,0
2019,Office of Criminal Justice,CitiWatch,Pimlico Impact Aid ‐ Crime Cameras,0
2019,Office of Criminal Justice,Coordination of Public Safety Strategy,HIDTA,650773
2019,Office of Criminal Justice,Coordination of Public Safety Strategy,Executive Direction and Control,695272
2019,Office of Criminal Justice,Coordination of Public Safety Strategy,Domestic Violence,85500
2019,Office of Criminal Justice,Coordination of Public Safety Strategy,Grant Management,0
2019,Office of Criminal Justice,Coordination of Public Safety Strategy,Northwest Baltimore YSB,7766
2019,Office of Criminal Justice,Coordination of Public Safety Strategy,East Baltimore YSB,11007
2019,Office of Criminal Justice,Coordination of Public Safety Strategy,Youth Referral Centers,48233
2019,Office of Employment Development,BCPS Alternative Options Academy for Youth,Youth Opportunity Alternative HS,162601
2019,Office of Employment Development,Workforce Services for TANF Recipients,Family Investment,2656632
2019,Office of Employment Development,Workforce Services for TANF Recipients,Workforce Public Assistance,0
2019,Office of Employment Development,Workforce Services for TANF Recipients,Unallocated Appropriation,0
2019,Office of Employment Development,Employment Enhancement Services for Baltimore City Residents,Workforce Services for Baltimore City Residents,672035
2019,Office of Employment Development,Employment Enhancement Services for Baltimore City Residents,Casino Support‐Employment Connection,475980
2019,Office of Employment Development,Employment Enhancement Services for Baltimore City Residents,Casino Support‐Workforce Development,7000
2019,Office of Employment Development,Employment Enhancement Services for Baltimore City Residents,Casino Support‐Job Training,29919
2019,Office of Employment Development,Employment Enhancement Services for Baltimore City Residents,Job Hubs,481555
2019,Office of Employment Development,Employment Enhancement Services for Baltimore City Residents,Digital Learning Labs,0
2019,Office of Employment Development,Employment Enhancement Services for Baltimore City Residents,East Side Career Center ‐ Overhead,0
2019,Office of Employment Development,Employment Enhancement Services for Baltimore City Residents,Workforce Navigation Project,0
2019,Office of Employment Development,Administration  MOED,Administration,425092
2019,Office of Employment Development,Administration  MOED,Local Hiring Coordination,201139
2019,Office of Employment Development,Administration  MOED,Human Resources,0
2019,Office of Employment Development,Administration  MOED,Fiscal Management,0
2019,Office of Employment Development,Administration  MOED,Facilities Administration,0
2019,Office of Employment Development,Administration  MOED,Comptrollers Office,0
2019,Office of Employment Development,Administration  MOED,Unallocated Appropriation,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Workforce Services for Baltimore City Residents,1110606
2019,Office of Employment Development,Workforce Services for Baltimore Residents,WIOA‐Adult,1952044
2019,Office of Employment Development,Workforce Services for Baltimore Residents,WIOA‐Adult ‐ Dislocated Worker,962001
2019,Office of Employment Development,Workforce Services for Baltimore Residents,IT Program Support,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Planning and Performance Unit,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Facilities Program Support,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Public Information Office,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Assistance Directors Office,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Central Contracting,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Madison Ave Warehouse,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Job Training,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Career Center Operations,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,East Side Career Center,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Northwest Career Center,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Business Services,0
2019,Office of Employment Development,Workforce Services for Baltimore Residents,Unallocated Appropriation,0
2019,Office of Employment Development,Workforce Services for ExOffenders,Workforce Services for Ex‐Offenders,186008
2019,Office of Employment Development,Workforce Services for ExOffenders,Northwest Career Center ‐ Re‐Entry Servi,0
2019,Office of Employment Development,Workforce Services for ExOffenders,Ex‐Offender ‐ MDPSCS Parole and Probation,427445
2019,Office of Employment Development,Workforce Services for ExOffenders,Unallocated Appropriation,0
2019,Office of Employment Development,Workforce Services for Out of School YouthYouth Opportunity,Youth Program Management,0
2019,Office of Employment Development,Workforce Services for Out of School YouthYouth Opportunity,Youth Opportunity (YO) Services,3325893
2019,Office of Employment Development,Workforce Services for Out of School YouthYouth Opportunity,Dept. of Juvenile Services (DJS) Pact,291948
2019,Office of Employment Development,Workforce Services for Out of School YouthYouth Opportunity,YO Community Center East,0
2019,Office of Employment Development,Workforce Services for Out of School YouthYouth Opportunity,YO Community Center West,0
2019,Office of Employment Development,Workforce Services for Out of School YouthYouth Opportunity,Unallocated Appropriation,0
2019,Office of Employment Development,Youth Works Summer Job Program,YouthWorks Summer Job Program,2597222
2019,Office of Employment Development,Youth Works Summer Job Program,Casino Support‐Youth Jobs,463098
2019,Office of Employment Development,Youth Works Summer Job Program,Summer Youth Participants,0
2019,Office of Employment Development,Youth Works Summer Job Program,Md. Summer Youth,1364512
2019,Office of Employment Development,Youth Works Summer Job Program,Unallocated Appropriation,0
2019,Office of Employment Development,Youth Works Summer Job Program,Summer Youth Works Enhancement,361063
2019,Office of Employment Development,Youth Works Summer Job Program,Pre Summer Operations Staff,0
2019,Office of Employment Development,Youth Works Summer Job Program,Youth Works Summer Job Program,2032889
2019,Office of Employment Development,Workforce Services for WIA Funded Youth,WIOA Youth,2328982
2019,Office of Employment Development,Workforce Services for WIA Funded Youth,Youth Workforce Services,0
2019,Office of Employment Development,Workforce Services for WIA Funded Youth,Skills Training Programs,0
2019,Office of Employment Development,Workforce Services for WIA Funded Youth,Baltimore City Career Academy,0
2019,Office of Employment Development,Workforce Services for WIA Funded Youth,Unallocated Appropriation,0
2019,Office of Homeless Services,Administration  Human Services,Administration,1692507
2019,Office of Homeless Services,Administration  Human Services,COC Admin,0
2019,Office of Homeless Services,Administration  Human Services,HMIS Administration,0
2019,Office of Homeless Services,Administration  Human Services,Social Services,102437
2019,Office of Homeless Services,Administration  Human Services,Casino Support‐Educational Partnerships,53498
2019,Office of Homeless Services,Administration  Human Services,Pimlico Impact Aid‐Youth Development,264868
2019,Office of Homeless Services,Administration  Human Services,Planning Grant,0
2019,Office of Homeless Services,Administration  Human Services,Casino Support ‐ Homelessness Strategies,125758
2019,Office of Homeless Services,Administration  Human Services,Youth Projects,9574
2019,Office of Homeless Services,Administration  Human Services,Unallocated Appropriation,0
2019,Office of Homeless Services,Homeless Prevention,Homeless Prevention,839296
2019,Office of Homeless Services,Homeless Prevention,Eviction Prevention,1044255
2019,Office of Homeless Services,Homeless Prevention,Harford and Micah House,8473
2019,Office of Homeless Services,Homeless Prevention,Homeless Prevention Program,4390
2019,Office of Homeless Services,Homeless Prevention,HOPWA Outreach,597519
2019,Office of Homeless Services,Homeless Prevention,Human Right to Housing Project,1016931
2019,Office of Homeless Services,Homeless Prevention,Power Inside Help on the Streets,4602842
2019,Office of Homeless Services,Homeless Prevention,Resident Advocate,1348760
2019,Office of Homeless Services,Homeless Prevention,Youth Empowered Society,156265
2019,Office of Homeless Services,Homeless Prevention,UM Homeless Prevention,153905
2019,Office of Homeless Services,Homeless Prevention,At Jacob’s Well,239564
2019,Office of Homeless Services,Homeless Prevention,Behavioral Health System Baltimore,1491679
2019,Office of Homeless Services,Homeless Prevention,Dayspring Programs,1323773
2019,Office of Homeless Services,Homeless Prevention,Catholic Charities,2026265
2019,Office of Homeless Services,Homeless Prevention,Health Care for the Homeless,1236926
2019,Office of Homeless Services,Homeless Prevention,Marian House,822695
2019,Office of Homeless Services,Homeless Prevention,Mercy Medical Center,431869
2019,Office of Homeless Services,Homeless Prevention,People Encouraging People,132251
2019,Office of Homeless Services,Homeless Prevention,St Ambrose Housing Aid Center,368684
2019,Office of Homeless Services,Homeless Prevention,St Vincent De Paul,193317
2019,Office of Homeless Services,Outreach to the Homeless,Project Connect,0
2019,Office of Homeless Services,Outreach to the Homeless,Beans and Bread,0
2019,Office of Homeless Services,Outreach to the Homeless,Convalescent Care Program,153394
2019,Office of Homeless Services,Outreach to the Homeless,Day Resource Center ‐ Meal Program,34360
2019,Office of Homeless Services,Outreach to the Homeless,Don Miller House,66027
2019,Office of Homeless Services,Outreach to the Homeless,Eviction Prevention and Rapid Re‐housing,299355
2019,Office of Homeless Services,Outreach to the Homeless,HCAM Homeless Street Outreach Program,481659
2019,Office of Homeless Services,Outreach to the Homeless,HIV ‐ AIDS Drop in Center Food and Nutrition Services,23109
2019,Office of Homeless Services,Outreach to the Homeless,Holden Hall,0
2019,Office of Homeless Services,Outreach to the Homeless,HOPWA Nursing Services,0
2019,Office of Homeless Services,Outreach to the Homeless,Joseph Richey House,0
2019,Office of Homeless Services,Outreach to the Homeless,HOPWA Outreach,0
2019,Office of Homeless Services,Outreach to the Homeless,My Sister’s Place Women’s Center,211862
2019,Office of Homeless Services,Outreach to the Homeless,People on the Move,370845
